,ticker,1d_price,1m_price,3m_price,6m_price,views_one_day,forwards_one_day,days_before_ipo_one_day,text_len_one_day,price_one_day,delta_price_one_day,delta_perc_one_day,open_one_day,delta_open_one_day,delta_perc_on_ipo_date_one_day,positive_score_one_day,neutral_score_one_day,negative_score_one_day,views_x_positive_one_day,forwards_x_positive_one_day,views_div_by_days_one_day,forwards_div_by_days_one_day,text_len_div_by_days_one_day,positive_score_div_by_days_one_day,views_x_positive_div_by_days_one_day,forwards_x_positive_div_by_days_one_day,views_one_week,forwards_one_week,days_before_ipo_one_week,text_len_one_week,price_one_week,delta_price_one_week,delta_perc_one_week,open_one_week,delta_open_one_week,delta_perc_on_ipo_date_one_week,positive_score_one_week,neutral_score_one_week,negative_score_one_week,views_x_positive_one_week,forwards_x_positive_one_week,views_div_by_days_one_week,forwards_div_by_days_one_week,text_len_div_by_days_one_week,positive_score_div_by_days_one_week,views_x_positive_div_by_days_one_week,forwards_x_positive_div_by_days_one_week,views_one_month,forwards_one_month,days_before_ipo_one_month,text_len_one_month,price_one_month,delta_price_one_month,delta_perc_one_month,open_one_month,delta_open_one_month,delta_perc_on_ipo_date_one_month,positive_score_one_month,neutral_score_one_month,negative_score_one_month,views_x_positive_one_month,forwards_x_positive_one_month,views_div_by_days_one_month,forwards_div_by_days_one_month,text_len_div_by_days_one_month,positive_score_div_by_days_one_month,views_x_positive_div_by_days_one_month,forwards_x_positive_div_by_days_one_month,views_all,forwards_all,days_before_ipo_all,text_len_all,price_all,delta_price_all,delta_perc_all,open_all,delta_open_all,delta_perc_on_ipo_date_all,positive_score_all,neutral_score_all,negative_score_all,views_x_positive_all,forwards_x_positive_all,views_div_by_days_all,forwards_div_by_days_all,text_len_div_by_days_all,positive_score_div_by_days_all,views_x_positive_div_by_days_all,forwards_x_positive_div_by_days_all,cnt_one_day,cnt_one_week,cnt_one_month,cnt_all
0,KLVZ,-0.147,,,,,,,,,,,,,,,,,,,,,,,,,15541.0,25.0,5.333333333333333,317.0,21.97,-0.7400000000000008,-0.025966666666666666,23.756666666666664,-1.3866666666666667,-0.025966666666666666,1.9506957133611043,-0.6162240902582804,-2.1141269207000732,15541.0,25.0,3101.004761904762,4.985714285714286,61.819047619047616,0.3601886990524474,3101.004761904762,4.985714285714286,17746.0,73.0,29.0,1631.0,24.23,2.6700000000000017,0.1238,22.13,-2.8100000000000023,0.1238,-1.0393928289413452,-0.0596942082047462,1.3655353784561155,17746.0,73.0,611.9310344827586,2.5172413793103448,56.241379310344826,-0.03584113203246018,611.9310344827586,2.5172413793103448,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,
1,DIAS,0.4,,,,41663.0,40.8235294117647,1.0,1065.1764705882354,19.45,-0.5399999999999991,-0.027,19.67,-2.2799999999999976,-0.027,0.08539258469553553,0.7562213193844346,-0.5051236433141372,41663.0,40.8235294117647,41663.0,40.8235294117647,1065.1764705882354,0.08539258469553553,41663.0,40.8235294117647,36171.875,31.375,2.875,1485.75,21.48,1.1325000000000003,0.0571375,19.5375,0.2599999999999989,0.0571375,-0.46618629223667085,0.887930047698319,0.03383812308311457,36171.875,31.375,14826.8125,14.208333333333334,655.4166666666666,-0.19817921228241175,14826.8125,14.208333333333334,34808.0,45.6,15.8,1928.6,23.8,0.6400000000000012,0.03270000000000002,24.084,0.8079999999999998,0.03270000000000002,-0.32274035215377805,1.064588412642479,-0.26060049533843993,34808.0,45.6,3169.172777777778,3.5419444444444443,184.60722222222222,-0.032236683103773325,3169.172777777778,3.5419444444444443,26305.5,37.3,34.6,1443.7,23.991999999999997,-0.7670000000000009,-0.02768,24.639999999999997,-0.641,-0.02768,-0.5870723187923431,0.7021645954810083,0.34943717718124395,26305.5,37.3,756.5246087593636,1.0338771383987602,41.73914111354939,-0.01708445375616793,756.5246087593636,1.0338771383987602,17.0,8.0,5.0,10.0
2,DELI,0.068,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MGKL,-0.052,-0.01,,,21171.0,13.0,1.0,1069.0,28.35,1.4700000000000024,0.0547,27.92,0.6900000000000013,0.0547,0.0922650247812271,1.6084368228912354,-1.1425126791000366,21171.0,13.0,21171.0,13.0,1069.0,0.0922650247812271,21171.0,13.0,6456.0,4.0,6.0,1914.0,18.54,-2.2200000000000024,-0.1069,18.95,-2.460000000000001,-0.1069,0.1974905431270599,1.6288912296295166,-1.3190408945083618,6456.0,4.0,1076.0,0.6666666666666666,319.0,0.03291509052117665,1076.0,0.6666666666666666,8680.0,4.0,20.0,640.0,22.44,-2.669999999999998,-0.1063,25.04,0.6199999999999974,-0.1063,0.1755460053682327,1.8571234941482544,-1.3754793405532837,8680.0,4.0,434.0,0.2,32.0,0.008777300268411635,434.0,0.2,18705.8125,17.625,69.625,1473.9375,22.66125,0.005625000000000989,1.249999999999922e-05,23.420625,-0.5906249999999995,1.249999999999922e-05,-0.38622100558131933,0.96446588402614,-0.1235123239457607,18705.8125,17.625,273.2983846220554,0.24964791932018554,21.037273797656038,-0.006059700825815726,273.2983846220554,0.24964791932018554,1.0,1.0,1.0,16.0
4,SVCB,0.087,0.2,,,,,,,,,,,,,,,,,,,,,,,,15272.047619047618,39.19047619047619,4.666666666666667,1277.142857142857,25.36809523809524,-0.06857142857142848,-0.0023904761904761707,26.01380952380952,0.12190476190476218,-0.0023904761904761707,-0.008802869135425214,0.5422302165201733,-0.3402241979326521,15272.047619047618,39.19047619047619,4392.512358276644,12.067233560090703,303.8073696145125,-0.012574156931265689,4392.512358276644,12.067233560090703,15876.666666666666,34.0,13.777777777777779,1466.3333333333333,25.423333333333332,0.5944444444444446,0.0211,24.947777777777777,-0.16333333333333322,0.0211,-0.2575291130277846,1.172970017625226,-0.37323058976067436,15876.666666666666,34.0,1227.8875207313804,2.4413232641302813,109.01182040831164,-0.01777407046298767,1227.8875207313804,2.4413232641302813,34188.916666666664,39.291666666666664,64.0625,1233.75,22.994895833333334,-0.19958333333333356,-0.005838541666666663,24.006354166666668,1.1016666666666666,-0.005838541666666663,-0.26192543556680903,0.742198175090986,-0.13225032761693,34188.916666666664,39.291666666666664,560.2808617703139,0.6822631479987367,20.39073126549153,-0.003252295968120522,560.2808617703139,0.6822631479987367,,21.0,9.0,96.0
5,UGLD,0.038,0.15,0.46,,19357.0,9.0,1.0,966.0,22.98,0.5,0.0222,22.44,0.2600000000000015,0.0222,0.1377175748348236,1.727018117904663,-1.2926304340362549,19357.0,9.0,19357.0,9.0,966.0,0.1377175748348236,19357.0,9.0,8711.0,9.0,7.0,192.0,25.03,0.6099999999999994,0.025,24.52,0.8000000000000007,0.025,-1.0392801761627195,-0.0597832426428794,1.365397572517395,8711.0,9.0,1244.4285714285713,1.2857142857142858,27.428571428571427,-0.1484685965946742,1244.4285714285713,1.2857142857142858,4748.0,4.0,28.333333333333332,1189.3333333333333,25.213333333333335,-0.8333333333333309,-0.03216666666666667,26.936666666666667,0.8466666666666663,-0.03216666666666667,-0.16994405786196395,1.1115263725320499,-0.4892868598302205,4748.0,4.0,166.904214559387,0.13793103448275862,41.455087271179224,-0.005711208827549369,166.904214559387,0.13793103448275862,29925.866666666665,78.93333333333334,83.66666666666667,981.2666666666667,22.642,-0.7153333333333333,-0.02948,26.426666666666666,2.168666666666666,-0.02948,-0.18082859913508098,0.9932376126448313,-0.4455362677574158,29925.866666666665,78.93333333333334,363.66954925835745,0.9272396004411761,13.616915848339184,0.00014291483326712377,363.66954925835745,0.9272396004411761,1.0,1.0,3.0,15.0
6,EUTR,-0.108,-0.06,0.07,,23250.5,28.5,1.0,761.0,22.48,0.5300000000000011,0.0241,22.18,0.3200000000000003,0.0241,-0.4547826945781708,0.5282284244894981,0.19147381186485296,23250.5,28.5,23250.5,28.5,761.0,-0.4547826945781708,23250.5,28.5,12503.8,78.8,3.8,1483.4,23.066,0.6579999999999998,0.02998,22.736,0.4880000000000003,0.02998,-0.2592881113290787,0.9395402818918228,-0.2773793220520019,12503.8,78.8,4492.5,26.7,492.2666666666666,-0.07548822611570358,4492.5,26.7,21225.214285714286,22.928571428571427,15.857142857142858,1467.2857142857142,29.699285714285715,-0.09571428571428697,-0.003314285714285715,29.82357142857143,0.44142857142857267,-0.003314285714285715,-0.7884554298860686,0.3817386467541967,0.794502888407026,21225.214285714286,22.928571428571427,1596.6184877622377,1.9338952713952715,116.08632201132203,-0.06344347735456499,1596.6184877622377,1.9338952713952715,19725.727272727272,45.5,90.68181818181819,1572.8636363636363,23.055909090909093,-0.23818181818181794,-0.007522727272727277,24.12772727272727,0.6163636363636358,-0.007522727272727277,-0.07085484943606636,0.8238509520888329,-0.4386797005479986,19725.727272727272,45.5,264.85970431057973,0.7246896258511641,19.57288255021411,0.001039474419277563,264.85970431057973,0.7246896258511641,2.0,5.0,14.0,22.0
7,HNFG,-0.0069999999999999,-0.27,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18274.57843137255,27.058823529411764,282.51960784313724,1312.6470588235295,25.83480392156863,-0.4152941176470591,-0.01373431372549019,26.773333333333333,0.08284313725490254,-0.01373431372549019,-0.15300025892736135,0.7163236756973407,-0.2914837411805695,18274.57843137255,27.058823529411764,70.04084954435814,0.12399885835703968,5.649689010373387,-0.0008217717351050194,70.04084954435814,0.12399885835703968,,,,102.0
8,ASTR,0.4,0.51,0.57,,,,,,,,,,,,,,,,,,,,,,,22725.854166666668,38.104166666666664,4.270833333333333,1436.8541666666667,26.247083333333332,-0.3750000000000002,-0.014225000000000036,26.434166666666666,0.42562500000000064,-0.014225000000000036,0.08464750228449702,0.7559271240606904,-0.6080619158844153,22725.854166666668,38.104166666666664,5690.8953373015875,9.74970238095238,354.4670634920635,0.027763219047263855,5690.8953373015875,9.74970238095238,20418.58,41.87,19.31,1427.22,27.7944,0.8945000000000007,0.04022899999999999,26.9012,-0.9501000000000009,0.04022899999999999,-0.09041625063866379,0.6470330757647753,-0.3236939522624016,20418.58,41.87,1156.533381843777,2.3988621745967147,85.42166975687996,-0.00268170821862713,1156.533381843777,2.3988621745967147,25775.141141141143,61.42342342342342,91.24174174174175,1567.6756756756756,23.707087087087086,-0.06154654654654657,-0.0015481981981981955,24.262207207207204,0.24828828828828844,-0.0015481981981981955,-0.0612676082949459,0.6661074667450253,-0.37535879334753697,25775.141141141143,61.42342342342342,346.2234813521079,0.8625605556547168,21.784740633431497,-0.0007976167069185671,346.2234813521079,0.8625605556547168,,48.0,100.0,666.0
9,CARM,0.05,-0.07,-0.16,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15178.858823529412,16.058823529411764,192.01176470588234,1197.4705882352941,26.59858823529412,-1.189058823529411,-0.030231764705882364,28.089058823529413,-1.000470588235294,-0.030231764705882364,-0.21262792909846587,0.813827055429711,-0.2603866864653195,15178.858823529412,16.058823529411764,95.47279447876778,0.10336867027759084,7.590531339668415,-0.0011736610226282607,95.47279447876778,0.10336867027759084,,,,85.0
